product_id,product_type,timestamp,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_probability_pct,anomaly_score_pct,health_score,risk_tier
M21193,M,2026-01-05 09:34:00,300.4,309.9,1415.0,31.8,192.0,1.122466321798357,5.240992401255565,95.5,NORMAL
M21194,M,2026-01-05 09:35:00,300.4,309.8,1725.0,30.4,195.0,1.990768228653154,18.426501037530777,84.3,NORMAL
M21195,M,2026-01-05 09:36:00,300.4,309.8,1430.0,43.4,198.0,2.6776711272360685,19.205198731547785,83.7,NORMAL
M21197,M,2026-01-05 09:38:00,300.4,309.8,1435.0,43.6,203.0,7.151744899713252,26.48740443582126,77.5,NORMAL
M21201,M,2026-01-05 09:42:00,300.4,309.8,1421.0,47.2,0.0,4.04333912811747,16.42087888882229,86.0,NORMAL
M21202,M,2026-01-05 09:43:00,300.3,309.8,1444.0,42.0,3.0,0.5248759703787507,9.503620050356378,91.9,NORMAL
M21213,M,2026-01-05 09:54:00,300.0,309.6,1491.0,42.0,29.0,0.1751851082151348,8.36024825214135,92.9,NORMAL
M21216,M,2026-01-05 09:57:00,300.1,309.7,1420.0,48.4,36.0,4.2274707517954475,6.0873005427083635,94.8,NORMAL
M21218,M,2026-01-05 09:59:00,300.2,309.8,1466.0,45.7,41.0,1.9370710396582942,17.854679869756733,84.8,NORMAL
M21221,M,2026-01-05 10:02:00,300.1,309.7,1348.0,57.3,48.0,3.87650017566865,48.99245497886978,58.4,WATCH
M21223,M,2026-01-05 10:04:00,300.0,309.6,1618.0,36.2,53.0,0.5406315904116906,21.629912072944787,81.6,NORMAL
M21224,M,2026-01-05 10:05:00,299.9,309.6,1489.0,41.7,56.0,0.27186174043155387,21.391128466013388,81.8,NORMAL
M21225,M,2026-01-05 10:06:00,299.9,309.5,1412.0,57.9,59.0,5.7781036751611845,38.66311615616627,67.1,WATCH
M21226,M,2026-01-05 10:07:00,299.9,309.5,2065.0,18.1,62.0,0.1966335196667355,74.34931812669306,36.8,WARNING
M21228,M,2026-01-05 10:09:00,300.0,309.6,1423.0,48.7,67.0,1.4509962807999333,8.177787669577574,93.0,NORMAL
M21232,M,2026-01-05 10:13:00,300.0,309.5,1879.0,22.4,79.0,0.696947470330265,32.11188213593668,72.7,WATCH
M21247,M,2026-01-05 10:28:00,300.2,309.8,1487.0,39.2,122.0,0.7467301060507253,0.0,99.3,NORMAL
M21251,M,2026-01-05 10:32:00,300.2,309.7,1413.0,43.0,137.0,2.9957965210288737,7.19979151752554,93.9,NORMAL
M21254,M,2026-01-05 10:35:00,300.2,309.7,1408.0,44.0,144.0,1.1851961507681514,8.225237513559454,93.0,NORMAL
M21255,M,2026-01-05 10:36:00,300.1,309.6,1376.0,52.1,147.0,0.5552297269539928,13.47253015863014,88.5,NORMAL
M21257,M,2026-01-05 10:38:00,300.0,309.6,1587.0,32.6,152.0,0.7007370799246868,2.9876513252466057,97.5,NORMAL
M21259,M,2026-01-05 10:40:00,300.1,309.6,1501.0,38.0,157.0,0.39166253318202576,0.11325664123026473,99.6,NORMAL
M21261,M,2026-01-05 10:42:00,300.0,309.6,1573.0,39.7,162.0,0.5576068552219028,0.0,99.4,NORMAL
M21262,M,2026-01-05 10:43:00,300.1,309.6,1584.0,36.7,165.0,1.1506753247651105,0.0,98.8,NORMAL
M21264,M,2026-01-05 10:45:00,300.2,309.7,1183.0,61.4,170.0,0.5879570456949206,47.95099110402511,59.2,WATCH
M21267,M,2026-01-05 10:48:00,300.3,309.9,1611.0,29.0,177.0,7.696722092842581,18.75429386381109,84.1,NORMAL
M21271,M,2026-01-05 10:52:00,300.4,310.0,1560.0,42.3,186.0,1.5915240937336175,20.419324271485813,82.6,NORMAL
M21274,M,2026-01-05 10:55:00,300.4,310.1,1457.0,35.1,193.0,4.218286292229803,17.297706136406386,85.3,NORMAL
M21283,M,2026-01-05 11:04:00,300.3,310.0,1537.0,37.5,6.0,0.5742499751376927,32.12493426926389,72.7,WATCH
M21284,M,2026-01-05 11:05:00,300.3,310.0,1409.0,43.2,9.0,3.018037942293473,31.93627900846044,72.9,WATCH
M21288,M,2026-01-05 11:09:00,300.2,309.8,1743.0,24.1,18.0,0.43558365194764964,38.15245012030819,67.6,WATCH
M21289,M,2026-01-05 11:10:00,300.2,309.8,1394.0,47.4,21.0,1.8336942082000214,24.081106342588505,79.5,NORMAL
M21292,M,2026-01-05 11:13:00,300.3,309.9,1447.0,46.5,28.0,6.384175321422967,22.553011421460926,80.8,NORMAL
M21294,M,2026-01-05 11:15:00,300.3,309.9,1494.0,38.5,33.0,1.191947241684643,10.375216081566313,91.2,NORMAL
M21304,M,2026-01-05 11:25:00,300.8,310.3,1270.0,61.0,54.0,0.7009269401254382,68.49618665024849,41.8,WARNING
M21306,M,2026-01-05 11:27:00,300.7,310.3,1471.0,40.2,59.0,0.5190532830264408,13.384061307239554,88.6,NORMAL
M21318,M,2026-01-05 11:39:00,300.6,310.0,1302.0,62.9,87.0,0.9220265532335847,57.7777871995535,50.9,WATCH
M21319,M,2026-01-05 11:40:00,300.6,310.0,1397.0,55.2,90.0,0.8116839513471579,24.732313187450615,79.0,NORMAL
M21324,M,2026-01-05 11:45:00,300.5,309.9,1735.0,27.0,107.0,0.20445768419177457,40.878134459834534,65.3,WATCH
M21325,M,2026-01-05 11:46:00,300.5,309.8,1416.0,48.5,110.0,1.4940581242922457,22.54060533513623,80.8,NORMAL
M21329,M,2026-01-05 11:50:00,300.4,309.6,1521.0,35.0,119.0,0.22784544279808003,33.535017503440926,71.5,WATCH
M21334,M,2026-01-05 11:55:00,300.5,309.7,1347.0,54.3,136.0,0.5114947048607574,21.02955023031329,82.1,NORMAL
M21349,M,2026-01-05 12:10:00,300.7,309.8,1490.0,38.8,173.0,0.4136227487669678,10.77187478104427,90.8,NORMAL
M21352,M,2026-01-05 12:13:00,300.8,309.9,1444.0,46.0,180.0,1.3439498335778903,8.53658482025687,92.7,NORMAL
M21355,M,2026-01-05 12:16:00,300.6,309.8,1694.0,31.1,187.0,0.4882003053984461,10.136190422643372,91.4,NORMAL
M21360,M,2026-01-05 12:21:00,300.9,310.0,1416.0,46.6,201.0,8.937843477309942,39.29550461837752,66.6,WATCH
M21361,M,2026-01-05 12:22:00,300.9,310.0,1600.0,36.0,204.0,15.409815139732371,10.369223781272192,84.6,NORMAL
M21363,M,2026-01-05 12:24:00,300.9,309.9,1465.0,42.9,209.0,13.88136869086625,61.91634744237157,47.4,WARNING
M21364,M,2026-01-05 12:25:00,301.0,310.1,1681.0,27.4,212.0,15.45585320404739,57.20666490692173,51.4,WATCH
M21371,M,2026-01-05 12:32:00,301.2,310.1,2280.0,15.7,11.0,1.3924156801624792,99.99999465438661,15.0,CRITICAL
M21372,M,2026-01-05 12:33:00,301.1,310.0,1433.0,48.1,14.0,0.9978747552624943,62.6159023725269,46.8,WARNING
M21380,M,2026-01-05 12:41:00,301.2,310.1,1666.0,34.9,37.0,0.5132745858019838,12.481138571202868,89.4,NORMAL
M21383,M,2026-01-05 12:44:00,301.1,310.2,1850.0,27.7,44.0,0.5018310705199253,57.91148161117393,50.8,WATCH
M21397,M,2026-01-05 12:58:00,301.3,310.5,1481.0,39.7,85.0,0.21596749047182104,3.3987876819622085,97.1,NORMAL
M21400,M,2026-01-05 13:01:00,301.4,310.7,1368.0,63.7,92.0,99.27505099568698,62.53840587422063,0.7,CRITICAL
M21404,M,2026-01-05 13:05:00,301.4,310.7,1470.0,46.5,101.0,1.3497827187047744,11.769794692507842,90.0,NORMAL
M21405,M,2026-01-05 13:06:00,301.4,310.8,1738.0,30.3,104.0,0.19094451174825347,29.543314447300695,74.9,WATCH
M21406,M,2026-01-05 13:07:00,301.4,310.8,1530.0,39.9,107.0,0.8248968442225384,6.3375753994367265,94.6,NORMAL
M21414,M,2026-01-05 13:15:00,301.4,310.7,1639.0,29.8,127.0,1.2949666029635831,16.071026225249298,86.3,NORMAL
M21417,M,2026-01-05 13:18:00,301.5,310.6,1638.0,31.9,137.0,0.4552518704177806,20.962260675130825,82.2,NORMAL
M21418,M,2026-01-05 13:19:00,301.5,310.6,1447.0,41.9,140.0,0.9554707056849931,18.55575500016458,84.2,NORMAL
M21422,M,2026-01-05 13:23:00,301.5,310.7,1871.0,21.3,152.0,0.3668461928469439,52.4448012928467,55.4,WATCH
M21427,M,2026-01-05 13:28:00,301.3,310.6,1499.0,36.1,163.0,0.22579858593805938,35.29895829637205,70.0,WATCH
M21429,M,2026-01-05 13:30:00,301.4,310.7,1375.0,42.0,168.0,0.17190106971709404,38.331908677636335,67.4,WATCH
M21431,M,2026-01-05 13:32:00,301.3,310.6,1378.0,49.4,173.0,0.2072809577435547,52.19877368768745,55.6,WATCH
M21433,M,2026-01-05 13:34:00,301.4,310.6,1855.0,25.3,178.0,0.9141673680272756,50.71537363766806,56.9,WATCH
M21435,M,2026-01-05 13:36:00,301.4,310.5,1451.0,45.3,183.0,0.8971555026291143,28.936381234659613,75.4,NORMAL
M21443,M,2026-01-05 13:44:00,301.5,310.5,1503.0,38.2,200.0,4.551084606953335,9.97898079257256,91.5,NORMAL
M21445,M,2026-01-05 13:46:00,301.5,310.5,1600.0,32.8,205.0,20.368600942725095,11.783733641069889,79.6,NORMAL
M21447,M,2026-01-05 13:48:00,301.6,310.7,1813.0,24.6,210.0,15.644770772575075,39.15447927829506,66.7,WATCH
M21449,M,2026-01-05 13:50:00,301.6,310.6,1553.0,38.9,0.0,0.3622467962582023,33.93717330562524,71.2,WATCH
M21452,M,2026-01-05 13:53:00,301.6,310.7,1457.0,47.8,7.0,0.17077847965655074,45.624226602318586,61.2,WATCH
M21455,M,2026-01-05 13:56:00,301.5,310.7,1460.0,38.6,14.0,0.26976198079399444,32.32885136667232,72.5,WATCH
M21456,M,2026-01-05 13:57:00,301.5,310.7,1454.0,39.4,17.0,0.1704850705333405,31.051543388172142,73.6,WATCH
M21460,M,2026-01-05 14:01:00,301.5,310.6,1424.0,47.0,26.0,1.8737212750973957,29.19988351948185,75.2,NORMAL
M21461,M,2026-01-05 14:02:00,301.5,310.7,1347.0,47.9,29.0,0.4591845177363253,26.178615325131823,77.7,NORMAL
M21463,M,2026-01-05 14:04:00,301.5,310.6,1403.0,47.4,34.0,3.8499687241089036,12.584573404158581,89.3,NORMAL
M21464,M,2026-01-05 14:05:00,301.5,310.6,1573.0,37.4,37.0,0.37888539050151565,11.049066138608573,90.6,NORMAL
M21465,M,2026-01-05 14:06:00,301.6,310.6,1691.0,30.1,40.0,0.2901179940650408,19.548198652929685,83.4,NORMAL
M21468,M,2026-01-05 14:09:00,301.5,310.4,1593.0,36.8,50.0,0.31957171762480624,10.396423876893847,91.2,NORMAL
M21476,M,2026-01-05 14:17:00,301.7,310.6,1380.0,45.8,70.0,2.385443469331403,8.292053308691282,93.0,NORMAL
M21478,M,2026-01-05 14:19:00,301.6,310.6,1309.0,65.8,75.0,99.6372185859458,58.409344453223596,0.4,CRITICAL
M21479,M,2026-01-05 14:20:00,301.7,310.7,1627.0,31.3,78.0,0.2426115433397138,16.461636583003838,86.0,NORMAL
M21480,M,2026-01-05 14:21:00,301.6,310.7,1791.0,23.8,81.0,0.20963363750688113,30.28459582480997,74.3,WATCH
M21481,M,2026-01-05 14:22:00,301.7,310.7,1861.0,21.8,84.0,0.35977582257910423,52.64315217668374,55.3,WATCH
M21483,M,2026-01-05 14:24:00,301.7,310.7,1442.0,41.1,89.0,0.2463555177628358,27.521891233303798,76.6,NORMAL
M21485,M,2026-01-05 14:26:00,301.6,310.7,1421.0,44.4,94.0,0.49540352014600336,30.783085244590257,73.8,WATCH
M21487,M,2026-01-05 14:28:00,301.7,310.6,1876.0,22.1,99.0,0.7969563478224725,50.90791216836173,56.7,WATCH
M21490,M,2026-01-05 14:31:00,301.6,310.5,1414.0,49.3,106.0,1.6421945946261955,20.350178962892695,82.7,NORMAL
M21491,M,2026-01-05 14:32:00,301.5,310.4,1378.0,55.3,109.0,0.8673036256586889,33.26896604535977,71.7,WATCH
M21493,M,2026-01-05 14:34:00,301.5,310.5,1737.0,29.3,114.0,0.9878862784556794,9.144946158797882,92.2,NORMAL
M21496,M,2026-01-05 14:37:00,301.5,310.5,1774.0,25.5,121.0,0.3002358298785269,26.79036040618545,77.2,NORMAL
M21503,M,2026-01-05 14:44:00,301.5,310.5,1308.0,60.5,139.0,1.1778553111023227,55.7992952385018,52.6,WATCH
M21505,M,2026-01-05 14:46:00,301.5,310.4,1486.0,39.6,144.0,0.2790637078940681,10.497743970562649,91.1,NORMAL
M21509,M,2026-01-05 14:50:00,301.5,310.4,1350.0,54.9,153.0,1.1341431753642934,27.624936816830196,76.5,NORMAL
M21511,M,2026-01-05 14:52:00,301.5,310.4,1276.0,55.6,158.0,0.09630961182007021,39.62730661452319,66.3,WATCH
M21513,M,2026-01-05 14:54:00,301.4,310.3,1610.0,29.1,166.0,2.076576740784423,13.71824544401608,88.3,NORMAL
M21516,M,2026-01-05 14:57:00,301.4,310.4,1553.0,44.7,173.0,0.9598745529667181,14.503608921809095,87.7,NORMAL
M21521,M,2026-01-05 15:02:00,301.3,310.4,1501.0,39.8,187.0,1.316300948466952,7.6227567862672245,93.5,NORMAL
M21522,M,2026-01-05 15:03:00,301.3,310.4,2093.0,18.7,190.0,3.4299571371633695,68.88873730012101,41.4,WARNING
M21538,M,2026-01-05 15:19:00,301.5,310.7,1336.0,65.6,0.0,99.37517805620786,61.3034363066702,0.6,CRITICAL
M21551,M,2026-01-05 15:32:00,301.7,311.0,1510.0,47.8,27.0,0.17029848282520121,26.815490522170876,77.2,NORMAL
M21552,M,2026-01-05 15:33:00,301.8,311.0,1839.0,23.6,30.0,0.19088631682148371,25.96559828460486,77.9,NORMAL
M21553,M,2026-01-05 15:34:00,301.8,311.0,1756.0,26.7,33.0,0.2708256167076891,17.683640534686973,85.0,NORMAL
M21554,M,2026-01-05 15:35:00,301.7,310.9,1300.0,62.7,36.0,1.1465319753549696,44.52187441149786,62.2,WATCH
M21555,M,2026-01-05 15:36:00,301.7,311.0,1311.0,55.8,39.0,0.4412184935502701,25.49676255085607,78.3,NORMAL
M21559,M,2026-01-05 15:40:00,301.7,310.8,1516.0,40.4,48.0,0.1583426817279387,18.29433293191702,84.4,NORMAL
M21562,M,2026-01-05 15:43:00,301.6,310.8,1664.0,32.0,58.0,0.2732820911164611,11.192359182194417,90.5,NORMAL
M21563,M,2026-01-05 15:44:00,301.5,310.7,1744.0,28.2,61.0,0.24955912431664715,14.754502874628345,87.5,NORMAL
M21564,M,2026-01-05 15:45:00,301.5,310.7,1510.0,36.0,64.0,0.3503961913977332,6.045571272166006,94.9,NORMAL
M21565,M,2026-01-05 15:46:00,301.5,310.6,1382.0,58.1,67.0,1.4222380261835197,36.60098305121453,68.9,WATCH
M21568,M,2026-01-05 15:49:00,301.4,310.6,1464.0,37.4,74.0,0.2117973960274626,5.519397251642875,95.3,NORMAL
M21577,M,2026-01-05 15:58:00,301.4,310.6,1464.0,48.6,96.0,0.6705866982168182,23.933042260149335,79.7,NORMAL
M21579,M,2026-01-05 16:00:00,301.4,310.6,1431.0,40.6,101.0,0.7375028844827601,12.887728035998252,89.0,NORMAL
M21583,M,2026-01-05 16:04:00,301.4,310.6,1565.0,36.1,110.0,0.1999026398365274,12.974769924707875,89.0,NORMAL
M21585,M,2026-01-05 16:06:00,301.5,310.7,1359.0,47.1,115.0,0.38205456959103995,16.62097701606475,85.9,NORMAL
M21590,M,2026-01-05 16:11:00,301.6,311.0,1431.0,42.3,129.0,3.6906447394254873,11.374104146261962,90.3,NORMAL
M21593,M,2026-01-05 16:14:00,301.7,311.0,1311.0,46.8,136.0,0.1956287101232952,24.68413708249,79.0,NORMAL
M21594,M,2026-01-05 16:15:00,301.6,310.9,1575.0,40.1,139.0,0.5355475210649502,0.0,99.5,NORMAL
M21597,M,2026-01-05 16:18:00,301.7,311.0,1537.0,33.5,146.0,0.9449932751574251,8.613877533021478,92.7,NORMAL
M21601,M,2026-01-05 16:22:00,301.7,311.1,1506.0,39.5,158.0,0.5173763591492851,0.0,99.5,NORMAL
M21604,M,2026-01-05 16:25:00,301.7,311.0,1298.0,58.1,168.0,1.5278809680946215,71.32108759007345,39.4,WARNING
M21605,M,2026-01-05 16:26:00,301.8,311.1,1395.0,44.6,171.0,2.6040773957211782,44.57466029254806,62.1,WATCH
M21606,M,2026-01-05 16:27:00,301.7,311.1,1578.0,40.5,174.0,1.4459451807331618,20.950540813081922,82.2,NORMAL
M21607,M,2026-01-05 16:28:00,301.8,311.1,1597.0,29.8,177.0,3.402249247497157,17.69249248847958,85.0,NORMAL
M21610,M,2026-01-05 16:31:00,301.7,311.0,1505.0,44.0,187.0,1.0643067272577382,9.257296734467719,92.1,NORMAL
M21611,M,2026-01-05 16:32:00,301.7,311.0,1505.0,37.1,190.0,1.6274598047254476,4.188237234352164,96.4,NORMAL
M21615,M,2026-01-05 16:36:00,301.8,311.1,1663.0,31.6,199.0,1.551814834572362,14.359356289172704,87.8,NORMAL
M21623,M,2026-01-05 16:44:00,301.4,310.8,1782.0,26.5,6.0,0.15246250484131,38.60304661675802,67.2,WATCH
M21626,M,2026-01-05 16:47:00,301.4,311.0,1427.0,43.2,13.0,1.0481392046121316,15.159777738795615,87.1,NORMAL
M21630,M,2026-01-05 16:51:00,301.3,310.8,1509.0,40.1,25.0,0.24533491850507258,6.8125435113808654,94.2,NORMAL
M21631,M,2026-01-05 16:52:00,301.2,310.7,1962.0,22.5,28.0,0.17279923691071863,47.56945469979247,59.6,WATCH
M21638,M,2026-01-05 16:59:00,301.3,310.7,1819.0,25.5,46.0,0.3145408072827501,36.630636732543934,68.9,WATCH
M21639,M,2026-01-05 17:00:00,301.3,310.8,1372.0,54.2,49.0,1.148670851738128,32.611589731674144,72.3,WATCH
M21641,M,2026-01-05 17:02:00,301.3,310.8,1494.0,35.3,54.0,0.5733603379085289,18.07979398848259,84.6,NORMAL
M21644,M,2026-01-05 17:05:00,301.3,310.7,1391.0,52.5,61.0,1.2585072801370576,19.127397980655843,83.7,NORMAL
M21648,M,2026-01-05 17:09:00,301.1,310.6,1410.0,43.9,73.0,0.39821297530213345,9.052068434579525,92.3,NORMAL
M21649,M,2026-01-05 17:10:00,301.1,310.5,1646.0,30.7,76.0,0.2534763411080299,18.718390259432805,84.1,NORMAL
M21650,M,2026-01-05 17:11:00,301.1,310.7,2219.0,16.7,79.0,0.30447175049589853,71.3801547963237,39.3,WARNING
M21656,M,2026-01-05 17:17:00,301.3,310.7,1300.0,58.3,92.0,0.5574497952978222,38.17181048638446,67.6,WATCH
M21657,M,2026-01-05 17:18:00,301.2,310.7,1615.0,34.9,95.0,0.3251561445934096,7.0262106800819835,94.0,NORMAL
M21659,M,2026-01-05 17:20:00,301.1,310.7,2636.0,12.2,100.0,99.0778350349922,99.99999465438661,0.9,CRITICAL
M21660,M,2026-01-05 17:21:00,301.1,310.6,1310.0,48.8,103.0,0.06302616766882355,52.13888131967174,55.7,WATCH
M21662,M,2026-01-05 17:23:00,301.1,310.7,1621.0,31.0,108.0,0.7416725652935173,43.76247157595744,62.8,WATCH
M21663,M,2026-01-05 17:24:00,301.1,310.7,1367.0,43.4,111.0,0.20581588327304845,44.9735476461374,61.8,WATCH
M21665,M,2026-01-05 17:26:00,301.0,310.7,1497.0,37.6,116.0,0.9542676029035786,24.91641238942213,78.8,NORMAL
M21673,M,2026-01-05 17:34:00,300.9,310.7,1420.0,43.0,133.0,0.9220433281926,11.760880159805536,90.0,NORMAL
M21677,M,2026-01-05 17:38:00,301.0,310.7,1493.0,48.1,145.0,4.098169999652752,29.030765342386772,75.3,NORMAL
M21678,M,2026-01-05 17:39:00,301.0,310.7,1657.0,29.9,148.0,2.1937537651526373,20.96105415328651,82.2,NORMAL
M21681,M,2026-01-05 17:42:00,300.8,310.6,1545.0,37.5,155.0,0.8881998083251774,17.00300503463624,85.5,NORMAL
M21682,M,2026-01-05 17:43:00,300.9,310.6,1709.0,29.2,158.0,0.3902676841413549,21.241106722070118,81.9,NORMAL
M21683,M,2026-01-05 17:44:00,300.9,310.7,1268.0,56.3,161.0,0.32139759641597937,48.30902313800615,58.9,WATCH
M21687,M,2026-01-05 17:48:00,301.0,310.9,1515.0,41.8,170.0,0.6621461311498158,11.148319669373357,90.5,NORMAL
M21690,M,2026-01-05 17:51:00,301.0,310.9,1359.0,53.4,180.0,0.4979350825498726,38.52223677276824,67.3,WATCH
M21692,M,2026-01-05 17:53:00,301.1,311.1,1384.0,42.5,185.0,2.3054684841212176,24.650128402863412,79.0,NORMAL
M21697,M,2026-01-05 17:58:00,301.0,311.0,1423.0,38.6,199.0,2.723625873573147,16.86323390345524,85.7,NORMAL
M21701,M,2026-01-05 18:02:00,301.1,311.2,1591.0,35.0,208.0,7.676481460982002,20.335079055056916,82.7,NORMAL
M21704,M,2026-01-05 18:05:00,301.3,311.4,1838.0,23.2,215.0,21.018000916102388,39.400178082708806,66.5,WATCH
M21705,M,2026-01-05 18:06:00,301.3,311.5,1648.0,32.4,0.0,0.8392518633548667,49.55251881174119,57.9,WATCH
M21706,M,2026-01-05 18:07:00,301.2,311.5,1498.0,49.5,3.0,0.6982135227795472,50.8533642795727,56.8,WATCH
M21708,M,2026-01-05 18:09:00,301.1,311.3,1389.0,53.3,8.0,2.0352194249402795,48.20867433703242,59.0,WATCH
M21710,M,2026-01-05 18:11:00,301.0,311.2,1521.0,35.8,13.0,0.2591061761149233,37.56279455957542,68.1,WATCH
M21711,M,2026-01-05 18:12:00,301.0,311.2,1394.0,41.3,16.0,0.4388330746916268,38.87707595286925,67.0,WATCH
M21715,M,2026-01-05 18:16:00,301.1,311.3,1654.0,30.7,28.0,0.4259982392232034,20.854679652792257,82.3,NORMAL
M21716,M,2026-01-05 18:17:00,301.1,311.3,1836.0,22.8,31.0,0.31052023396501915,43.571578829305906,63.0,WATCH
M21719,M,2026-01-05 18:20:00,301.1,311.3,1909.0,22.7,38.0,0.33533615529158917,52.70473707114311,55.2,WATCH
M21722,M,2026-01-05 18:23:00,301.1,311.2,1384.0,49.4,48.0,0.9859871340852073,39.16839271788559,66.7,WATCH
M21726,M,2026-01-05 18:27:00,301.0,311.3,1454.0,41.5,57.0,0.20777290348089472,41.58147379584244,64.7,WATCH
M21735,M,2026-01-05 18:36:00,300.8,311.2,1592.0,32.9,82.0,0.25859039753127483,21.147100416831567,82.0,NORMAL
M21737,M,2026-01-05 18:38:00,300.8,311.2,1488.0,40.1,87.0,0.12669865400524521,27.01225956383556,77.0,NORMAL
M21740,M,2026-01-05 18:41:00,300.9,311.3,1801.0,24.6,100.0,0.49847891649526305,25.352608476800558,78.5,NORMAL
M21746,M,2026-01-05 18:47:00,300.8,311.3,1465.0,43.2,113.0,0.3683574329098871,26.639301829112323,77.4,NORMAL
M21748,M,2026-01-05 18:49:00,300.9,311.4,1434.0,45.4,118.0,2.8206750620728336,52.85241821815122,55.1,WATCH
M21750,M,2026-01-05 18:51:00,300.9,311.4,1532.0,41.5,126.0,0.4238534873971826,38.2276830656143,67.5,WATCH
M21755,M,2026-01-05 18:56:00,301.0,311.6,1357.0,45.6,137.0,0.1084938426262492,18.37814500153604,84.4,NORMAL
M21756,M,2026-01-05 18:57:00,301.0,311.6,1454.0,40.0,140.0,1.241521823749807,9.418674719730033,92.0,NORMAL
M21758,M,2026-01-05 18:59:00,301.0,311.6,1448.0,43.9,145.0,3.9638523362042584,34.57177245461409,70.6,WATCH
M21763,M,2026-01-05 19:04:00,301.0,311.6,1609.0,35.8,156.0,2.0604003387127303,17.752608140899888,84.9,NORMAL
M21764,M,2026-01-05 19:05:00,300.9,311.5,1704.0,31.3,159.0,0.3462758232720655,19.243838704118964,83.6,NORMAL
M21765,M,2026-01-05 19:06:00,301.0,311.5,1550.0,34.9,162.0,0.35784075638045415,18.67244705216922,84.1,NORMAL
M21766,M,2026-01-05 19:07:00,301.0,311.5,1530.0,43.9,165.0,0.4658142621673622,23.003173468825896,80.4,NORMAL
M21772,M,2026-01-05 19:13:00,300.8,311.2,1634.0,31.9,178.0,2.509701632806805,44.12028800403556,62.5,WATCH
M21776,M,2026-01-05 19:17:00,300.9,311.3,1603.0,31.8,190.0,4.251762541236479,40.18119742663203,65.8,WATCH
M21780,M,2026-01-05 19:21:00,301.2,311.6,1423.0,48.0,199.0,7.798951435363002,52.8972199500501,55.0,WATCH
M21785,M,2026-01-05 19:26:00,301.1,311.6,1266.0,55.5,210.0,41.210460812882545,66.88525228596923,43.1,WARNING
M21789,M,2026-01-05 19:30:00,301.0,311.6,1301.0,55.0,9.0,0.13545110876499658,48.33509406263557,58.9,WATCH
M21790,M,2026-01-05 19:31:00,300.9,311.5,1836.0,21.8,12.0,0.1651916996021849,61.626757115690424,47.6,WARNING
M21791,M,2026-01-05 19:32:00,300.8,311.4,1521.0,39.9,15.0,0.1862133610674492,29.723526837255186,74.7,WATCH
M21799,M,2026-01-05 19:40:00,300.7,311.3,1348.0,53.0,35.0,0.05958519255313472,41.73128029712166,64.5,WATCH
M21802,M,2026-01-05 19:43:00,300.8,311.4,1732.0,26.9,45.0,0.43658636916907606,45.54056579975504,61.3,WATCH
M21804,M,2026-01-05 19:45:00,300.7,311.3,1487.0,39.8,50.0,0.3171205477772731,9.604123633027172,91.8,NORMAL
M21805,M,2026-01-05 19:46:00,300.8,311.4,1852.0,22.2,53.0,0.4265358052039043,39.576314272547165,66.4,WATCH
M21807,M,2026-01-05 19:48:00,300.7,311.3,1562.0,37.1,58.0,0.26033230470422775,4.564734739062196,96.1,NORMAL
M21809,M,2026-01-05 19:50:00,300.7,311.2,1769.0,26.5,63.0,0.3224387199657152,15.118697301354093,87.1,NORMAL
M21814,M,2026-01-05 19:55:00,300.8,311.2,1429.0,52.3,77.0,0.6832471766560296,24.819349503804826,78.9,NORMAL
M21816,M,2026-01-05 19:57:00,300.8,311.2,1434.0,39.1,82.0,0.8019146283956162,7.436375595813831,93.7,NORMAL
M21821,M,2026-01-05 20:02:00,300.7,311.0,1378.0,41.2,93.0,0.057574505517737296,31.71319805005896,73.0,WATCH
M21822,M,2026-01-05 20:03:00,300.7,311.1,1373.0,49.9,96.0,0.08668422727701208,37.42426675260653,68.2,WATCH
M21824,M,2026-01-05 20:05:00,300.7,311.0,1263.0,52.3,104.0,0.05035421934536119,43.791577836073614,62.8,WATCH
M21827,M,2026-01-05 20:08:00,300.8,311.2,1365.0,51.7,111.0,0.10953061283491977,25.644467875001826,78.2,NORMAL
M21829,M,2026-01-05 20:10:00,300.8,311.1,1583.0,32.1,116.0,0.2311053715211389,13.8888583021177,88.2,NORMAL
M21831,M,2026-01-05 20:12:00,300.7,311.0,1559.0,42.8,121.0,0.27044963534670935,16.31870188727721,86.1,NORMAL
M21835,M,2026-01-05 20:16:00,300.7,311.0,1378.0,51.6,130.0,0.2190347742361251,17.445413685619236,85.2,NORMAL
M21843,M,2026-01-05 20:24:00,300.7,311.0,1334.0,53.9,150.0,0.11110305677575127,33.36836919181616,71.6,WATCH
M21844,M,2026-01-05 20:25:00,300.7,311.0,1706.0,25.0,153.0,0.5934445657471384,55.256322611835216,53.0,WATCH
M21849,M,2026-01-05 20:30:00,300.7,311.1,1608.0,35.3,167.0,0.9573659130697233,42.13092832423032,64.2,WATCH
M21853,M,2026-01-05 20:34:00,300.7,311.0,1740.0,25.6,176.0,1.1187650774937636,69.16773605175848,41.2,WARNING
M21855,M,2026-01-05 20:36:00,300.6,310.7,1705.0,31.2,181.0,0.33047202853977886,71.32835174644183,39.4,WARNING
M21856,M,2026-01-05 20:37:00,300.5,310.6,1621.0,32.0,184.0,0.8714631888100793,71.1307831881344,39.5,WARNING
