udi,timestamp,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,power_watts,strain_index,failure_probability_pct,anomaly_score_pct,health_score,risk_tier,machine_failure
9036,2026-01-07 06:36:00,M23895,M,297.3,308.1,1731.0,27.7,42.0,10.800000000000011,5021.17612230603,1163.3999999999999,0.15496283810823472,39.370813270675846,66.5,WATCH,0
9037,2026-01-07 06:37:00,L56216,L,297.3,308.3,1519.0,37.7,45.0,11.0,5996.912912608973,1696.5000000000002,0.26922876707707216,12.840742513458862,89.1,NORMAL,0
9038,2026-01-07 06:38:00,L56217,L,297.3,308.2,1896.0,24.4,47.0,10.899999999999977,4844.587199247748,1146.8,0.315159899273376,44.55050850410264,62.1,WATCH,0
9039,2026-01-07 06:39:00,L56218,L,297.3,308.3,2358.0,14.9,49.0,11.0,3679.24482032515,730.1,0.21321305755126882,99.99999465438661,15.0,CRITICAL,0
9040,2026-01-07 06:40:00,M23899,M,297.3,308.3,1341.0,51.9,51.0,11.0,7288.2750448425695,2646.9,0.17367687728227513,43.83665972445609,62.7,WATCH,0
9041,2026-01-07 06:41:00,L56220,L,297.3,308.3,1550.0,37.0,54.0,11.0,6005.677956112489,1998.0,0.3620634910353962,39.32025310308552,66.6,WATCH,0
9042,2026-01-07 06:42:00,L56221,L,297.3,308.3,1309.0,61.5,56.0,11.0,8430.30680627553,3444.0,0.9564692733728621,67.69567748831258,42.5,WARNING,0
9043,2026-01-07 06:43:00,M23902,M,297.3,308.4,1599.0,32.9,58.0,11.099999999999966,5509.0026295554535,1908.1999999999998,0.3454048245084556,44.06308378750352,62.5,WATCH,0
9044,2026-01-07 06:44:00,L56223,L,297.4,308.4,1343.0,40.0,61.0,11.0,5625.545245028123,2440.0,0.25035478704788255,51.42171182200348,56.3,WATCH,0
9045,2026-01-07 06:45:00,L56224,L,297.4,308.4,1378.0,39.9,63.0,11.0,5757.722519940157,2513.7,0.08035323376133777,36.37524847248832,69.1,WATCH,0
9046,2026-01-07 06:46:00,L56225,L,297.4,308.4,1603.0,34.6,65.0,11.0,5808.155554005786,2249.0,0.46075577640988846,34.14064071213917,71.0,WATCH,0
9047,2026-01-07 06:47:00,L56226,L,297.4,308.4,1664.0,28.1,67.0,11.0,4896.5281977871,1882.7,0.5275242118405266,53.50287419808849,54.5,WATCH,0
9048,2026-01-07 06:48:00,L56227,L,297.3,308.4,1488.0,37.4,69.0,11.099999999999966,5827.780036115209,2580.6,0.45331416218295895,25.79256599179982,78.1,NORMAL,0
9049,2026-01-07 06:49:00,M23908,M,297.3,308.4,1370.0,50.5,71.0,11.099999999999966,7245.03625795366,3585.5,0.2110880643334713,29.5060366442369,74.9,WATCH,0
9050,2026-01-07 06:50:00,L56229,L,297.3,308.5,1545.0,34.3,74.0,11.199999999999989,5549.466342933691,2538.2,0.3140715876463985,26.280084308499983,77.7,NORMAL,0
9051,2026-01-07 06:51:00,M23910,M,297.4,308.5,1566.0,31.4,76.0,11.100000000000023,5149.321686645958,2386.4,0.7427229416568476,26.176175808810243,77.8,NORMAL,0
9052,2026-01-07 06:52:00,L56231,L,297.4,308.6,1820.0,24.6,79.0,11.200000000000045,4688.512876217407,1943.4,0.44856506759189735,50.60086104136678,57.0,WATCH,0
9053,2026-01-07 06:53:00,M23912,M,297.4,308.6,1901.0,22.1,81.0,11.200000000000045,4399.496824062658,1790.1000000000001,0.6293409339621823,61.37443081828301,47.8,WARNING,0
9054,2026-01-07 06:54:00,M23913,M,297.4,308.5,1638.0,32.2,84.0,11.100000000000023,5523.296876129288,2704.8,0.22341000469568406,14.920639607054486,87.3,NORMAL,0
9055,2026-01-07 06:55:00,M23914,M,297.3,308.4,1521.0,38.2,87.0,11.099999999999966,6084.448155913496,3323.4,0.21571837254396958,8.838591472162424,92.5,NORMAL,0
9056,2026-01-07 06:56:00,H38469,H,297.3,308.4,1864.0,23.1,90.0,11.099999999999966,4509.065103844358,2079.0,0.30400179883844625,41.28849026406912,64.9,WATCH,0
9057,2026-01-07 06:57:00,L56236,L,297.3,308.3,1430.0,41.9,95.0,11.0,6274.493567504655,3980.5,0.3379339292388591,37.22948072734544,68.4,WATCH,0
9058,2026-01-07 06:58:00,M23917,M,297.3,308.4,1686.0,34.5,97.0,11.099999999999966,6091.23399604525,3346.5,0.20909391005182448,40.994974104521766,65.2,WATCH,0
9059,2026-01-07 06:59:00,M23918,M,297.2,308.3,1326.0,57.2,100.0,11.100000000000023,7942.700210511858,5720.0,0.4815563178743996,55.3228457665769,53.0,WATCH,0
9060,2026-01-07 07:00:00,L56239,L,297.2,308.3,1805.0,25.6,103.0,11.100000000000023,4838.890444569239,2636.8,0.2390549800372247,48.21268928787115,59.0,WATCH,0
9061,2026-01-07 07:01:00,H38474,H,297.2,308.3,1453.0,45.8,105.0,11.100000000000023,6968.827431850046,4809.0,0.2974370104191185,30.667199173617277,73.9,WATCH,0
9062,2026-01-07 07:02:00,M23921,M,297.2,308.4,1863.0,26.0,110.0,11.199999999999989,5072.41549848608,2860.0,0.36517451610302,52.86613633620786,55.1,WATCH,0
9063,2026-01-07 07:03:00,L56242,L,297.2,308.3,1576.0,35.3,113.0,11.100000000000023,5825.853192621007,3988.8999999999996,0.45353665524822934,28.553735745517596,75.7,NORMAL,0
9064,2026-01-07 07:04:00,L56243,L,297.2,308.3,1419.0,39.7,115.0,11.100000000000023,5899.31410083745,4565.5,1.4421984606006304,39.30381106643235,66.6,WATCH,0
9065,2026-01-07 07:05:00,L56244,L,297.2,308.4,1833.0,25.2,117.0,11.199999999999989,4837.173040585276,2948.4,0.37383587895966025,66.1705948639069,43.8,WARNING,0
9066,2026-01-07 07:06:00,H38479,H,297.2,308.4,2182.0,17.3,119.0,11.199999999999989,3953.024148109989,2058.7000000000003,0.19323665936710654,99.99999465438661,15.0,CRITICAL,0
9067,2026-01-07 07:07:00,L56246,L,297.2,308.3,1656.0,30.3,124.0,11.100000000000023,5254.5022086881445,3757.2000000000003,0.6150938694115261,57.02444709880996,51.5,WATCH,0
9068,2026-01-07 07:08:00,L56247,L,297.1,308.2,1351.0,56.6,126.0,11.099999999999966,8007.563626832975,7131.6,1.2898915756491367,65.7958300022451,44.1,WARNING,0
9069,2026-01-07 07:09:00,H38482,H,297.1,308.2,1790.0,30.3,128.0,11.099999999999966,5679.6853584249875,3878.4,0.3871484657353328,53.58454725084617,54.5,WATCH,0
9070,2026-01-07 07:10:00,M23929,M,297.2,308.2,1678.0,28.1,133.0,11.0,4937.724949451173,3737.3,0.4827312692089401,64.31699391737396,45.3,WARNING,0
9071,2026-01-07 07:11:00,L56250,L,297.1,308.2,1427.0,45.2,136.0,11.099999999999966,6754.466093120104,6147.200000000001,1.6409372314138377,50.20494519275387,57.3,WATCH,0
9072,2026-01-07 07:12:00,L56251,L,297.0,308.1,1429.0,54.0,138.0,11.100000000000023,8080.804623563667,7452.0,1.202123459462177,67.6581071670532,42.5,WARNING,0
9073,2026-01-07 07:13:00,H38486,H,297.2,308.1,1770.0,27.2,140.0,10.900000000000034,5041.6278904809,3808.0,0.5600605168946722,60.270211982707224,48.8,WARNING,0
9074,2026-01-07 07:14:00,L56253,L,297.2,308.1,1689.0,31.2,145.0,10.900000000000034,5518.395991589687,4524.0,1.1079723316795513,53.912839352044806,54.2,WATCH,0
9075,2026-01-07 07:15:00,M23934,M,297.2,308.1,1554.0,41.3,147.0,10.900000000000034,6720.934827530787,6071.099999999999,0.38129647378151826,42.78878151244881,63.6,WATCH,0
9076,2026-01-07 07:16:00,L56255,L,297.3,308.1,1506.0,36.0,150.0,10.800000000000011,5677.486243567475,5400.0,0.5909356681800023,40.95831278615344,65.2,WATCH,0
9077,2026-01-07 07:17:00,L56256,L,297.2,308.1,1474.0,44.3,152.0,10.900000000000034,6838.011513754568,6733.599999999999,0.6035720594588475,30.889160487111443,73.7,WATCH,0
9078,2026-01-07 07:18:00,L56257,L,297.3,308.1,1762.0,26.1,154.0,10.800000000000011,4815.873042393938,4019.4,1.0174662768429479,43.587267991064536,63.0,WATCH,0
9079,2026-01-07 07:19:00,L56258,L,297.3,308.1,1566.0,35.7,156.0,10.800000000000011,5854.483573670723,5569.200000000001,0.9569304488012363,40.761312382392724,65.4,WATCH,0
9080,2026-01-07 07:20:00,H38493,H,297.3,308.1,1554.0,42.4,158.0,10.800000000000011,6899.942776932334,6699.2,0.6687058736673409,27.07408817893699,77.0,NORMAL,0
9081,2026-01-07 07:21:00,L56260,L,297.2,308.0,1869.0,25.4,163.0,10.800000000000011,4971.319046893561,4140.2,0.40318470837290826,50.66512981372209,56.9,WATCH,0
9082,2026-01-07 07:22:00,L56261,L,297.3,308.0,1527.0,35.1,165.0,10.699999999999989,5612.738018976988,5791.5,0.3983445483471461,22.53967353227836,80.8,NORMAL,0
9083,2026-01-07 07:23:00,L56262,L,297.2,307.9,1309.0,49.6,167.0,10.699999999999989,6799.076708801078,8283.2,0.08263907091610771,54.0662714097463,54.0,WATCH,0
9084,2026-01-07 07:24:00,M23943,M,297.2,307.9,1541.0,35.7,169.0,10.699999999999989,5761.021192226427,6033.3,0.642212614149249,19.25787060266673,83.6,NORMAL,0
9085,2026-01-07 07:25:00,L56264,L,297.2,307.9,1326.0,75.4,172.0,10.699999999999989,10469.923004765631,12968.800000000001,99.83373642387035,74.94711340932834,0.2,CRITICAL,1
9086,2026-01-07 07:26:00,H38499,H,297.1,307.9,1365.0,54.0,174.0,10.799999999999955,7718.893149870121,9396.0,1.5741180560149604,48.30279984326706,58.9,WATCH,0
9087,2026-01-07 07:27:00,L56266,L,297.1,307.8,1428.0,43.7,179.0,10.699999999999989,6534.8897105852,7822.3,1.6173129067829501,23.650575052756576,79.9,NORMAL,0
9088,2026-01-07 07:28:00,L56267,L,297.1,307.8,1681.0,27.6,181.0,10.699999999999989,4858.5358706296865,4995.6,1.2856399126182745,38.661978362563495,67.1,WATCH,0
9089,2026-01-07 07:29:00,M23948,M,297.1,307.9,1662.0,26.9,183.0,10.799999999999955,4681.7898679387245,4922.7,1.9161088148363714,32.22470723111451,72.6,WATCH,0
9090,2026-01-07 07:30:00,L56269,L,297.2,307.9,1989.0,20.3,186.0,10.699999999999989,4228.238136539967,3775.8,3.254220540090194,85.94260534194702,26.9,WARNING,0
9091,2026-01-07 07:31:00,M23950,M,297.2,307.9,1747.0,29.0,188.0,10.699999999999989,5305.416953627323,5452.0,9.946084939858123,56.18719106984681,52.2,WATCH,0
9092,2026-01-07 07:32:00,M23951,M,297.2,308.0,1765.0,31.1,191.0,10.800000000000011,5748.224438150804,5940.1,1.1908421968500555,52.05381110304749,55.8,WATCH,0
9093,2026-01-07 07:33:00,L56272,L,297.3,308.1,1568.0,34.4,194.0,10.800000000000011,5648.499815350352,6673.599999999999,5.005393667697735,51.233226539153286,56.5,WATCH,0
9094,2026-01-07 07:34:00,M23953,M,297.3,308.1,1709.0,30.6,196.0,10.800000000000011,5476.361481884656,5997.6,3.989351760244561,50.62507187921971,57.0,WATCH,0
9095,2026-01-07 07:35:00,M23954,M,297.3,308.1,1370.0,58.8,199.0,10.800000000000011,8435.80459341931,11701.199999999999,99.28286355081569,99.10024325818279,0.7,CRITICAL,0
9096,2026-01-07 07:36:00,L56275,L,297.3,308.1,1458.0,45.7,202.0,10.800000000000011,6977.540115476002,9231.400000000001,1.2224455068203213,54.16038168824111,54.0,WATCH,0
9097,2026-01-07 07:37:00,L56276,L,297.2,308.1,1712.0,30.9,204.0,10.900000000000034,5539.758821634097,6303.599999999999,26.162312016425716,46.01495242499836,60.9,WATCH,0
9098,2026-01-07 07:38:00,L56277,L,297.3,308.1,1642.0,36.9,206.0,10.800000000000011,6344.94901874916,7601.4,63.34087002339977,46.58452652236145,36.7,WARNING,0
9099,2026-01-07 07:39:00,L56278,L,297.3,308.1,1468.0,49.8,0.0,10.800000000000011,7655.684305679895,0.0,0.12802432272201514,58.05062734187955,50.7,WATCH,0
9100,2026-01-07 07:40:00,H38513,H,297.3,308.1,1477.0,52.3,2.0,10.800000000000011,8089.2973957038685,104.6,0.47655382145823316,57.996546239633204,50.7,WATCH,0
9101,2026-01-07 07:41:00,L56280,L,297.3,308.2,1446.0,53.5,7.0,10.899999999999977,8101.224975812,374.5,0.8119217089586572,52.77582186389773,55.1,WATCH,0
9102,2026-01-07 07:42:00,H38515,H,297.3,308.2,1653.0,31.4,9.0,10.899999999999977,5435.395113681844,282.59999999999997,0.3678507070446199,44.155979313507,62.5,WATCH,0
9103,2026-01-07 07:43:00,L56282,L,297.3,308.3,1494.0,38.2,14.0,11.0,5976.440200483079,534.8000000000001,0.3795398996693242,33.02453146088531,71.9,WATCH,0
9104,2026-01-07 07:44:00,L56283,L,297.3,308.2,1490.0,41.0,16.0,10.899999999999977,6397.329840260016,656.0,0.30935821107590356,26.398449504750754,77.6,NORMAL,0
9105,2026-01-07 07:45:00,M23964,M,297.4,308.3,1550.0,47.8,18.0,10.900000000000034,7758.686656815592,860.4,0.861582399426334,30.785929481710095,73.8,WATCH,0
9106,2026-01-07 07:46:00,M23965,M,297.3,308.2,1677.0,34.9,21.0,10.899999999999977,6128.964523814863,732.9,0.30888426002368047,21.45213404600753,81.8,NORMAL,0
9107,2026-01-07 07:47:00,L56286,L,297.4,308.3,1854.0,21.8,24.0,10.900000000000034,4232.479286622312,523.2,0.4827441190652133,40.12550934845726,65.9,WATCH,0
9108,2026-01-07 07:48:00,M23967,M,297.5,308.5,1662.0,30.3,26.0,11.0,5273.540260168898,787.8000000000001,0.8370970188234498,25.257452285213077,78.5,NORMAL,0
9109,2026-01-07 07:49:00,M23968,M,297.5,308.6,1440.0,38.8,29.0,11.100000000000023,5850.90215804563,1125.1999999999998,3.433050414421393,27.923363666686313,76.3,NORMAL,0
9110,2026-01-07 07:50:00,L56289,L,297.5,308.6,1513.0,39.7,32.0,11.100000000000023,6290.107282992996,1270.4,1.2762455950056566,27.091985558577335,77.0,NORMAL,0
9111,2026-01-07 07:51:00,M23970,M,297.6,308.6,1389.0,49.0,34.0,11.0,7127.331253199163,1666.0,3.6430610878966574,37.476384058215594,68.1,WATCH,0
9112,2026-01-07 07:52:00,L56291,L,297.6,308.6,1351.0,51.0,37.0,11.0,7215.295847499678,1887.0,0.008937043642467614,39.98827385330888,66.0,WATCH,0
9113,2026-01-07 07:53:00,M23972,M,297.6,308.6,1482.0,38.3,39.0,11.0,5943.9561324449605,1493.6999999999998,0.28922639064360034,18.413771772740542,84.3,NORMAL,0
9114,2026-01-07 07:54:00,L56293,L,297.6,308.6,1744.0,28.5,42.0,11.0,5204.990708467569,1197.0,0.347118726699058,27.574877133015264,76.6,NORMAL,0
9115,2026-01-07 07:55:00,L56294,L,297.6,308.7,1476.0,39.0,44.0,11.099999999999966,6028.087983708095,1716.0,0.4723536266140989,11.365903407936859,90.3,NORMAL,0
9116,2026-01-07 07:56:00,M23975,M,297.6,308.6,1444.0,48.2,46.0,11.0,7288.578732132415,2217.2000000000003,0.9045246638712069,18.288098189365375,84.5,NORMAL,0
9117,2026-01-07 07:57:00,H38530,H,297.6,308.7,1659.0,32.1,49.0,11.099999999999966,5576.73536716685,1572.9,0.19723611662431823,27.1642956023891,76.9,NORMAL,0
9118,2026-01-07 07:58:00,M23977,M,297.6,308.7,1475.0,46.6,54.0,11.099999999999966,7197.912368149815,2516.4,0.5276763173124213,14.833709453500543,87.4,NORMAL,0
9119,2026-01-07 07:59:00,L56298,L,297.6,308.6,1526.0,42.1,57.0,11.0,6727.678779760496,2399.7000000000003,0.333898910310671,7.0054504060857985,94.0,NORMAL,0
9120,2026-01-07 08:00:00,M23979,M,297.4,308.4,1675.0,29.5,59.0,11.0,5174.464899850189,1740.5,0.22742090216608604,28.949586063251797,75.4,NORMAL,0
9121,2026-01-07 08:01:00,L56300,L,297.4,308.4,1525.0,38.7,62.0,11.0,6180.298147774522,2399.4,0.23300310945025948,9.9270925622938,91.6,NORMAL,0
9122,2026-01-07 08:02:00,L56301,L,297.3,308.3,1396.0,45.9,64.0,11.0,6710.064916949367,2937.6,0.7580442747093558,20.70393263406915,82.4,NORMAL,0
9123,2026-01-07 08:03:00,L56302,L,297.4,308.4,1580.0,41.2,66.0,11.0,6816.837179269372,2719.2000000000003,0.11144595653077181,20.878244333472875,82.3,NORMAL,0
9124,2026-01-07 08:04:00,L56303,L,297.4,308.5,1462.0,42.8,68.0,11.100000000000023,6552.692068955543,2910.3999999999996,0.19807755185928924,13.128552400028868,88.8,NORMAL,0
9125,2026-01-07 08:05:00,L56304,L,297.4,308.4,1426.0,50.4,70.0,11.0,7526.2506883519945,3528.0,0.5684817886027432,20.33385450225017,82.7,NORMAL,0
9126,2026-01-07 08:06:00,L56305,L,297.4,308.5,1569.0,34.2,72.0,11.100000000000023,5619.24111576992,2462.4,0.28904670905650487,14.72296298937549,87.5,NORMAL,0
9127,2026-01-07 08:07:00,L56306,L,297.4,308.5,1477.0,40.7,74.0,11.100000000000023,6295.112887287715,3011.8,1.1276620391672652,19.230666427977415,83.7,NORMAL,0
9128,2026-01-07 08:08:00,L56307,L,297.4,308.5,1761.0,27.2,76.0,11.100000000000023,5015.992494427607,2067.2,0.3155075332398736,21.850173267327428,81.4,NORMAL,0
9129,2026-01-07 08:09:00,M23988,M,297.5,308.6,1486.0,45.9,78.0,11.100000000000023,7142.662225348681,3580.2,1.5004648841143795,11.69949915418518,90.1,NORMAL,0
9130,2026-01-07 08:10:00,L56309,L,297.6,308.6,1664.0,30.1,81.0,11.0,5245.035542825328,2438.1,0.7272455666493437,22.5705418494928,80.8,NORMAL,0
9131,2026-01-07 08:11:00,L56310,L,297.6,308.6,1576.0,32.7,83.0,11.0,5396.7535240426905,2714.1000000000004,1.2146739843392356,13.215771310169137,88.8,NORMAL,0
9132,2026-01-07 08:12:00,H38545,H,297.6,308.6,1463.0,46.7,85.0,11.0,7154.673581260909,3969.5000000000005,2.5533624529287464,12.326932029099357,89.5,NORMAL,0
9133,2026-01-07 08:13:00,M23992,M,297.6,308.6,1585.0,42.0,90.0,11.0,6971.19409831575,3780.0,0.8699460568755091,15.903208176218092,86.5,NORMAL,0
9134,2026-01-07 08:14:00,L56313,L,297.7,308.7,1479.0,45.7,93.0,11.0,7078.039664464341,4250.1,2.5533624529287464,10.412253049671131,91.1,NORMAL,0
9135,2026-01-07 08:15:00,L56314,L,297.7,308.7,1449.0,40.2,95.0,11.0,6099.904791769159,3819.0000000000005,2.8756300365329275,13.187773603934167,88.8,NORMAL,0
9136,2026-01-07 08:16:00,H38549,H,297.7,308.8,1404.0,50.3,97.0,11.100000000000023,7395.4347702565165,4879.099999999999,3.179509329835962,27.98329666629083,76.2,NORMAL,0
9137,2026-01-07 08:17:00,L56316,L,297.7,308.7,1694.0,29.1,102.0,11.0,5162.202216525677,2968.2000000000003,4.64211295015091,16.43768488329665,86.0,NORMAL,0
9138,2026-01-07 08:18:00,L56317,L,297.7,308.7,1731.0,28.4,104.0,11.0,5148.065049584521,2953.6,0.39978473921785596,16.31725230228994,86.1,NORMAL,0
9139,2026-01-07 08:19:00,L56318,L,297.6,308.6,1522.0,37.0,106.0,11.0,5897.18828980852,3922.0,0.5326939998494835,4.551993146944235,96.1,NORMAL,0
9140,2026-01-07 08:20:00,L56319,L,297.5,308.5,1536.0,36.9,108.0,11.0,5935.348168574124,3985.2,0.7208953750189545,11.525292767473484,90.2,NORMAL,0
9141,2026-01-07 08:21:00,L56320,L,297.5,308.5,1373.0,39.9,110.0,11.0,5736.8309287937855,4389.0,0.3005432919017327,24.32297792963511,79.3,NORMAL,0
9142,2026-01-07 08:22:00,L56321,L,297.5,308.5,1597.0,36.4,112.0,11.0,6087.443140909918,4076.7999999999997,0.577908570760344,11.72837612448126,90.0,NORMAL,0
9143,2026-01-07 08:23:00,L56322,L,297.6,308.5,1678.0,34.2,114.0,10.899999999999977,6009.615418904988,3898.8,0.5051110933776718,22.20227094822681,81.1,NORMAL,0
9144,2026-01-07 08:24:00,L56323,L,297.6,308.5,1452.0,42.6,116.0,10.899999999999977,6477.461396877579,4941.6,0.5982539636580504,12.259789975382681,89.6,NORMAL,0
9145,2026-01-07 08:25:00,M24004,M,297.5,308.5,1447.0,41.6,118.0,11.0,6303.626603378943,4908.8,1.5199716954118727,12.726780066188537,89.2,NORMAL,0
9146,2026-01-07 08:26:00,L56325,L,297.6,308.5,1574.0,37.1,121.0,10.899999999999977,6115.1519881145805,4489.1,1.0836887810898586,13.54213025547129,88.5,NORMAL,0
9147,2026-01-07 08:27:00,L56326,L,297.6,308.6,1528.0,40.0,123.0,11.0,6400.471432913605,4920.0,1.4838265186460708,18.517724054995234,84.3,NORMAL,0
9148,2026-01-07 08:28:00,L56327,L,297.7,308.7,1688.0,27.2,125.0,11.0,4808.060948662011,3400.0,0.4555214501809182,31.234903598174657,73.5,WATCH,0
9149,2026-01-07 08:29:00,L56328,L,297.6,308.6,1393.0,40.4,127.0,11.0,5893.334602820118,5130.8,2.0628661182534986,24.168754386243073,79.5,NORMAL,0
9150,2026-01-07 08:30:00,M24009,M,297.5,308.6,1429.0,50.5,129.0,11.100000000000023,7557.048768332688,6514.5,1.020266809390247,21.73386172161192,81.5,NORMAL,0
9151,2026-01-07 08:31:00,M24010,M,297.5,308.6,1347.0,57.0,132.0,11.100000000000023,8040.278078332359,7524.0,2.0100567842680306,35.813546857124244,69.6,WATCH,0
9152,2026-01-07 08:32:00,L56331,L,297.6,308.6,1553.0,40.5,135.0,11.0,6586.5060778836805,5467.5,0.3513416799932167,5.945169133624072,94.9,NORMAL,0
9153,2026-01-07 08:33:00,L56332,L,297.5,308.6,1260.0,53.6,137.0,11.100000000000023,7072.3533817613425,7343.2,0.10936256953642659,38.832912037539295,67.0,WATCH,0
9154,2026-01-07 08:34:00,L56333,L,297.5,308.6,1546.0,33.8,139.0,11.100000000000023,5472.109859826796,4698.2,0.3055631434955238,10.32935798830232,91.2,NORMAL,0
9155,2026-01-07 08:35:00,L56334,L,297.5,308.6,1596.0,36.0,141.0,11.100000000000023,6016.778250155172,5076.0,0.25389542756633265,9.592540481872263,91.8,NORMAL,0
9156,2026-01-07 08:36:00,L56335,L,297.5,308.5,1340.0,57.4,143.0,11.0,8054.62468478375,8208.199999999999,0.7759839672544481,29.204454303900274,75.2,NORMAL,0
9157,2026-01-07 08:37:00,M24016,M,297.5,308.4,1369.0,54.8,145.0,10.899999999999977,7856.201692783019,7946.0,1.4389613954649665,34.96441157741934,70.3,WATCH,0
9158,2026-01-07 08:38:00,L56337,L,297.5,308.5,1462.0,52.3,148.0,11.0,8007.144747812497,7740.4,0.9403706980386445,34.3029564749276,70.8,WATCH,0
9159,2026-01-07 08:39:00,H38572,H,297.4,308.4,1487.0,46.2,150.0,11.0,7194.184344867555,6930.0,0.6009588618624245,26.32302346866696,77.6,NORMAL,0
9160,2026-01-07 08:40:00,M24019,M,297.5,308.6,1510.0,35.5,155.0,11.100000000000023,5613.502473189362,5502.5,0.5580964298325055,16.771238429509474,85.7,NORMAL,0
9161,2026-01-07 08:41:00,H38574,H,297.5,308.5,1671.0,28.0,158.0,11.0,4899.627902538641,4424.0,0.7164446262247597,35.28054296818826,70.0,WATCH,0
9162,2026-01-07 08:42:00,M24021,M,297.5,308.5,1612.0,30.0,163.0,11.0,5064.247357586746,4890.0,1.8034126747729466,29.631217444726143,74.8,WATCH,0
9163,2026-01-07 08:43:00,M24022,M,297.6,308.6,1509.0,39.7,166.0,11.0,6273.477785879994,6590.200000000001,0.4505979825985403,17.94200021059821,84.7,NORMAL,0
9164,2026-01-07 08:44:00,L56343,L,297.6,308.6,1415.0,47.3,169.0,11.0,7008.840850281268,7993.7,2.0018368467604954,28.487083225019127,75.8,NORMAL,0
9165,2026-01-07 08:45:00,L56344,L,297.6,308.6,2384.0,14.4,171.0,11.0,3594.987305355872,2462.4,0.37888690116747115,81.90100732046194,30.4,WARNING,0
9166,2026-01-07 08:46:00,L56345,L,297.6,308.6,1326.0,62.4,173.0,11.0,8664.763866012936,10795.199999999999,26.711738076793573,75.96500489173353,35.4,WARNING,0
9167,2026-01-07 08:47:00,M24026,M,297.6,308.6,1390.0,53.4,175.0,11.0,7772.928543511865,9345.0,1.225253962486974,50.84276008051002,56.8,WATCH,0
9168,2026-01-07 08:48:00,M24027,M,297.6,308.7,1392.0,41.2,178.0,11.099999999999966,6005.719844014536,7333.6,1.4253617962623237,17.981820561098463,84.7,NORMAL,0
9169,2026-01-07 08:49:00,H38582,H,297.6,308.8,1385.0,44.4,181.0,11.199999999999989,6439.636621328358,8036.4,0.9768178948639804,30.586514933401894,74.0,WATCH,0
9170,2026-01-07 08:50:00,L56349,L,297.7,308.8,1896.0,24.5,186.0,11.100000000000023,4864.442064818435,4557.0,0.9864631685850296,53.999080905436124,54.1,WATCH,0
9171,2026-01-07 08:51:00,L56350,L,297.7,308.7,1474.0,46.8,188.0,11.0,7223.903811370515,8798.4,0.21292299533739725,36.34681183551465,69.1,WATCH,0
9172,2026-01-07 08:52:00,M24031,M,297.7,308.8,1388.0,45.6,190.0,11.100000000000023,6628.006516837602,8664.0,1.9829371651319438,31.58213754457067,73.2,WATCH,0
9173,2026-01-07 08:53:00,L56352,L,297.7,308.9,1715.0,27.2,193.0,11.199999999999989,4884.967136821889,5249.599999999999,2.1451982011714774,34.73466368574682,70.5,WATCH,0
9174,2026-01-07 08:54:00,H38587,H,297.8,308.9,1650.0,32.2,195.0,11.099999999999966,5563.760589507525,6279.000000000001,1.4863236846612393,28.910034992870226,75.4,NORMAL,0
9175,2026-01-07 08:55:00,L56354,L,297.8,308.9,1871.0,25.6,200.0,11.099999999999966,5015.824942819416,5120.0,2.6800404385640455,53.099276524469964,54.9,WATCH,1
9176,2026-01-07 08:56:00,L56355,L,297.8,309.0,1403.0,64.2,0.0,11.199999999999989,9432.380614991067,0.0,94.08988303361593,90.48647107867957,5.9,CRITICAL,1
9177,2026-01-07 08:57:00,L56356,L,297.8,308.9,1518.0,40.4,2.0,11.099999999999966,6422.169366174399,80.8,0.249481387661282,50.672117404275895,56.9,WATCH,0
9178,2026-01-07 08:58:00,L56357,L,297.9,309.1,1504.0,43.0,4.0,11.200000000000045,6772.436003098637,172.0,0.17959137327220986,60.51294410793695,48.6,WARNING,0
9179,2026-01-07 08:59:00,L56358,L,297.8,309.0,1340.0,56.9,6.0,11.199999999999989,7984.462448853578,341.4,1.0485449695979039,71.86997138567382,38.9,WARNING,0
9180,2026-01-07 09:00:00,H38593,H,297.9,309.1,1435.0,44.7,8.0,11.200000000000045,6717.196332273017,357.6,1.261293861507877,40.365797675945224,65.7,WATCH,0
9181,2026-01-07 09:01:00,L56360,L,297.9,309.1,1507.0,36.9,13.0,11.200000000000045,5823.287558620577,479.7,0.2818847538942461,30.427612377333453,74.1,WATCH,0
9182,2026-01-07 09:02:00,L56361,L,297.9,309.1,1521.0,36.1,15.0,11.200000000000045,5749.96278608579,541.5,0.39948918362804914,22.508278719274593,80.9,NORMAL,0
9183,2026-01-07 09:03:00,M24042,M,297.8,309.0,1576.0,45.0,17.0,11.199999999999989,7426.725033086271,765.0,0.20037825506032206,21.112700624269593,82.1,NORMAL,0
9184,2026-01-07 09:04:00,L56363,L,297.9,309.1,1543.0,36.6,20.0,11.200000000000045,5913.922506676642,732.0,0.24482080503781248,18.584964068674342,84.2,NORMAL,0
9185,2026-01-07 09:05:00,L56364,L,298.0,309.2,1665.0,36.6,22.0,11.199999999999989,6381.517157236947,805.2,0.3136184276468997,13.65216264430675,88.4,NORMAL,0
9186,2026-01-07 09:06:00,L56365,L,297.9,309.1,1442.0,50.3,24.0,11.200000000000045,7595.596110192234,1207.1999999999998,0.9954900752773955,14.079158536196607,88.0,NORMAL,0
